"t";"rf";"O3";"X2mbu";"nbu"
"204";16.9791666666667;76.8083333333333;29.768025776818;5.14561297816544;3.53033372753008
"205";17.9875;72.075;31.8632491816203;5.1596723227011;3.49436628662421
"206";18.5333333333333;69.2333333333333;38.4938385863883;2.97172434439313;1.96160401840057
"207";18.6458333333333;73.6541666666667;31.3126638901743;5.07602136351975;3.36700838428875
"208";20.4958333333333;68.2625;37.6411812089739;7.8774524392851;5.09821348549186
"209";18.9166666666667;77.4;29.3138464702555;7.79466683555669;4.85104358457184
"210";17.4173913043478;84.295652173913;19.4600370646082;8.92012687219756;5.42169600738485
"211";19.1083333333333;77.225;30.6913808764804;8.29394447223647;5.09449235739561
"212";15.9666666666667;85.3208333333333;20.8129809587468;5.78679811014195;3.72799916348195
"213";15.2333333333333;83.5583333333333;16.4811387046463;5.01830967946526;3.15493524203822
"214";15.4772727272727;81.690909090909;13.8871360528001;6.21684833791999;3.93280061223702
"215";15.9;85.9277777777778;17.1845453350929;6.48259674096879;3.87656438027837
"216";14.16;79.81;25.5000257082626;4.13688283991791;2.69314234564756
"217";13.8521739130435;71.6695652173913;22.1895839061805;5.39936769060313;3.59409762909628
"218";13.7041666666667;73.6125;21.6056523900115;6.23516938672254;4.19219680113234
"219";13.1916666666667;82.7958333333333;15.5813495124000;4.6811525141098;3.9168334019816
